Scientific name	Protein	BioSample	Isolate	Contig	Start	Stop	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference	Organism group	Strain	Location	Isolation source	Isolation type	Host	Assembly	Collection date	Contig coverage	Assembly coverage
Escherichia coli	HAK1656188.1	SAMN15315382	PDT000786715.1	DABKGF010000082.1	1295	2107	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04622	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013515115.1	2013/1/29	49	76
Escherichia coli	HAK1656536.1	SAMN15315382	PDT000786715.1	DABKGF010000160.1	420	1232	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04622	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013515115.1	2013/1/29	36	76
Escherichia coli	HAK1670814.1	SAMN15315394	PDT000786717.1	DABKGD010000073.1	493	1305	+	blaNDM-6	subclass B1 metallo-beta-lactamase NDM-6	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04624	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513595.1	2014/7/15	48	82
Escherichia coli	HAK1670986.1	SAMN15315394	PDT000786717.1	DABKGD010000119.1	8406	9218	-	blaNDM-6	subclass B1 metallo-beta-lactamase NDM-6	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04624	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513595.1	2014/7/15	48	82
Escherichia coli	HAK1661062.1	SAMN15315386	PDT000786722.1	DABKGC010000110.1	163	975	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04626	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513575.1	2015/4/23	13	101
Escherichia coli	HAK1661227.1	SAMN15315386	PDT000786722.1	DABKGC010000164.1	204	1016	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04626	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513575.1	2015/4/23	14	101
Escherichia coli	HAK1646092.1	SAMN15315377	PDT000786723.1	DABKGA010000055.1	6095	6907	-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04623	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513495.1	2013/3/20	52	75
Escherichia coli	HAK1646343.1	SAMN15315377	PDT000786723.1	DABKGA010000109.1	233	1045	+	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04623	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513495.1	2013/3/20	40	75
Escherichia coli	HAK1675407.1	SAMN15315389	PDT000786738.1	DABKFX010000064.1	493	1305	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04631	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013514935.1	2017/2/2	24	60
Escherichia coli	HAK1675566.1	SAMN15315389	PDT000786738.1	DABKFX010000106.1	8406	9218	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04631	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013514935.1	2017/2/2	24	60
Escherichia coli	HAK1689722.1	SAMN15315378	PDT000786744.1	DABKFZ010000090.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04627	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513435.1	2015/7/17	52	70
Escherichia coli	HAK1689839.1	SAMN15315378	PDT000786744.1	DABKFZ010000126.1	420	1232	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTP	100	99.63	E.coli and Shigella	N18-04627	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513435.1	2015/7/17	49	70
Escherichia coli	HAK1689844.1	SAMN15315378	PDT000786744.1	DABKFZ010000127.1	420	1232	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04627	Canada: Toronto	rectal swab	clinical	Homo sapiens	GCA_013513435.1	2015/7/17	51	70
Escherichia coli	HAK1679916.1	SAMN15315381	PDT000786748.1	DABKFW010000065.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04628	Canada: Toronto	urine	clinical	Homo sapiens	GCA_013519895.1	2016/5/24	62	75
Escherichia coli	HAK1680137.1	SAMN15315381	PDT000786748.1	DABKFW010000111.1	8405	9217	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	N18-04628	Canada: Toronto	urine	clinical	Homo sapiens	GCA_013519895.1	2016/5/24	63	75
Escherichia coli	WP_004201164.1	SAMN15447143	PDT000794824.1	NZ_CP058664.1	11336	12148	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	5008	"China: Chengdu, Sichuan"	abdominal drainage	clinical	Homo sapiens	GCA_013426115.1	2012/11/30	0	0
Escherichia coli	WP_004201164.1	SAMN15487121	PDT000797247.1	NZ_JACCKE010000034.1	40206	41018	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	005008X1B2T2	"China: Chengdu, Sichuan"		environmental/other		GCA_013520915.1	2020	0	0
Escherichia coli	EFD1143114.1	SAMN11640150	PDT000500714.1	AASDSW010000111.1	495	1307	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	AG19-0145	USA:OH	Feces (White-Tailed Deer)	environmental/other		GCA_012379815.1	2019	113	91
Escherichia coli	EFD1143549.1	SAMN11640150	PDT000500714.1	AASDSW010000217.1	8367	9179	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	AG19-0145	USA:OH	Feces (White-Tailed Deer)	environmental/other		GCA_012379815.1	2019	108	91
Escherichia coli	HAH1455355.1	SAMEA3531670	PDT000181656.2	DABALS010000078.1	494	1306	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PB231	Thailand	pus	clinical	Homo sapiens	GCA_012503115.1	2015	83	137
Escherichia coli	HAH1455656.1	SAMEA3531670	PDT000181656.2	DABALS010000128.1	7945	8757	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PB231	Thailand	pus	clinical	Homo sapiens	GCA_012503115.1	2015	81	137
Escherichia coli	HAJ7809644.1	SAMEA3531632	PDT000181688.2	DABIKR010000037.1	13902	14714	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PB78	Thailand	urine	clinical	Homo sapiens	GCA_013078705.1	2015	129	131
Escherichia coli	HAJ7810785.1	SAMEA3531632	PDT000181688.2	DABIKR010000151.1	2100	2912	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	PB78	Thailand	urine	clinical	Homo sapiens	GCA_013078705.1	2015	107	131
Escherichia coli	WP_023408309.1	SAMN07340853	PDT000227987.1	NZ_NMQY01000096.1	2545	3357	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	WCHEC-LL123	"China: Chengdu city, Sichuan Province"	secretion sample	clinical	Homo sapiens	GCA_002225075.1	17-Jan	2185	321
Escherichia coli	WP_032495622.1	SAMN07944239	PDT000267142.1	NZ_CP024833.1	7050	7862	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CREC-532	South Korea: Busan	urine	clinical	Homo sapiens	GCA_002786655.1	2015	0	0
Escherichia coli	WP_032495622.1	SAMN07944243	PDT000267150.1	NZ_CP024818.1	19205	20017	+	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CREC-629	South Korea: Jeonnam	urine	clinical	Homo sapiens	GCA_002787545.1	2015	0	0
Escherichia coli	WP_004201164.1	SAMN07944240	PDT000267151.1	NZ_CP024828.1	27069	27881	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CREC-544	South Korea: Incheon	Rectal swab	clinical	Homo sapiens	GCA_002787645.1	2015	0	0
Escherichia coli	WP_023408309.1	SAMN07944241	PDT000267153.1	NZ_CP024825.1	43095	43907	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	CREC-591	South Korea: Incheon	Peritoneal fluid	clinical	Homo sapiens	GCA_002787935.1	2015	0	0
Escherichia coli	WP_023408309.1	SAMN08116691	PDT000271760.1	NZ_PITP01000054.1	2315	3127	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	3512	"China: Zhengzhou, Henan Provincial People Hospital"	stool	clinical	Homo sapiens	GCA_002834305.1	2016/11/3	0	0
Escherichia coli	WP_023408309.1	SAMN05928847	PDT000168704.1	NZ_MOES01000088.1	2207	3019	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	587	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891215.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928846	PDT000168705.1	NZ_MOER01000139.1	184	996	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	616	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891225.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928848	PDT000168706.1	NZ_MOET01000129.1	2207	3019	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	674	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891235.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928849	PDT000168707.1	NZ_MOEU01000141.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	446	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891285.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928852	PDT000168708.1	NZ_MOEX01000113.1	5898	6710	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	448	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891295.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928855	PDT000168709.1	NZ_MOFA01000099.1	6740	7552	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	576	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891305.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928853	PDT000168710.1	NZ_MOEY01000053.1	10022	10834	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	449	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891315.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928856	PDT000168711.1	NZ_MOFB01000070.1	328	1140	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	450	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891365.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928858	PDT000168712.1	NZ_MOFD01000135.1	2616	3428	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	452	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891385.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928857	PDT000168713.1	NZ_MOFC01000115.1	5898	6710	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	451	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891375.1	14-Nov	0	0
Escherichia coli	WP_032495672.1	SAMN05928860	PDT000168714.1	NZ_MOFF01000091.1	8075	8887	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	454	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891395.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928869	PDT000168715.1	NZ_MOFO01000081.1	5726	6538	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	625	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891465.1	15-Feb	0	0
Escherichia coli	WP_004201164.1	SAMN05928864	PDT000168716.1	NZ_MOFJ01000063.1	835	1647	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	617	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891445.1	14-Nov	0	0
Escherichia coli	WP_004201164.1	SAMN05928865	PDT000168717.1	NZ_MOFK01000088.1	2952	3764	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	615	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891455.1	14-Nov	0	0
Escherichia coli	WP_023408309.1	SAMN05928871	PDT000168718.1	NZ_MOFQ01000037.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	621	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891475.1	15-Feb	0	0
Escherichia coli	WP_032495672.1	SAMN05928877	PDT000168719.1	NZ_MOFW01000097.1	724	1536	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	457	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891545.1	15-Feb	0	0
Escherichia coli	WP_023408309.1	SAMN05928875	PDT000168720.1	NZ_MOFU01000069.1	42576	43388	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	458	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891535.1	15-Feb	0	0
Escherichia coli	WP_032495672.1	SAMN05928874	PDT000168721.1	NZ_MOFT01000094.1	5899	6711	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	459	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891525.1	15-Feb	0	0
Escherichia coli	WP_023408309.1	SAMN05928879	PDT000168722.1	NZ_MOFY01000111.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	678	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891555.1	15-Feb	0	0
Escherichia coli	WP_023408309.1	SAMN05928881	PDT000168723.1	NZ_MOGA01000080.1	2207	3019	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	704	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891615.1	15-Feb	0	0
Escherichia coli	WP_032495672.1	SAMN05928880	PDT000168724.1	NZ_MOFZ01000128.1	1311	2123	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	623	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891605.1	15-Feb	0	0
Escherichia coli	WP_023408309.1	SAMN05928883	PDT000168725.1	NZ_MOGC01000123.1	2210	3022	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	622	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891625.1	15-Feb	0	0
Escherichia coli	WP_023408309.1	SAMN05928884	PDT000168726.1	NZ_MOGD01000098.1	2209	3021	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	481	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891655.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928887	PDT000168727.1	NZ_MOGG01000037.1	2359	3171	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	578	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891685.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928886	PDT000168728.1	NZ_MOGF01000060.1	1834	2646	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	636	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891695.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928890	PDT000168729.1	NZ_MOGJ01000113.1	2263	3075	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	635	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891725.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928888	PDT000168730.1	NZ_MOGH01000084.1	2618	3430	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	480	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891705.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928892	PDT000168731.1	NZ_MOGL01000056.1	438	1250	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	478	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891765.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928896	PDT000168732.1	NZ_MOGP01000028.1	2207	3019	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	477	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891805.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928893	PDT000168733.1	NZ_MOGM01000036.1	252	1064	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	591	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891785.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928895	PDT000168734.1	NZ_MOGO01000120.1	8279	9091	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	596	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891795.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928897	PDT000168735.1	NZ_MOGQ01000125.1	2618	3430	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	710	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891835.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928901	PDT000168736.1	NZ_MOGT01000058.1	9214	10026	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	474	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891865.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928902	PDT000168737.1	NZ_MOGU01000061.1	250	1062	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	634	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891875.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928903	PDT000168738.1	NZ_MOGV01000026.1	235	1047	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	473	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891885.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928898	PDT000168739.1	NZ_MOGR01000005.1	6325	7137	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	475	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891925.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928904	PDT000168740.1	NZ_MOGW01000094.1	8642	9454	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	472	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891945.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928906	PDT000168741.1	NZ_MOGY01000037.1	9215	10027	-	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	586	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891965.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928907	PDT000168742.1	NZ_MOHA01000014.1	355	1167	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	583	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001891975.1	15-May	0	0
Escherichia coli	WP_004201164.1	SAMN05928909	PDT000168743.1	NZ_MOHB01000080.1	725	1537	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	629	China: Shandong	sewage from commercial farm	environmental/other	Not Available	GCA_001891995.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928910	PDT000168744.1	NZ_MOHC01000126.1	250	1062	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	574	China: Shandong	sewage from commercial farm	environmental/other	Not Available	GCA_001892025.1	15-May	0	0
Escherichia coli	WP_032495672.1	SAMN05928912	PDT000168745.1	NZ_MOHE01000079.1	251	1063	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	468	China: Shandong	sewage from commercial farm	environmental/other	Not Available	GCA_001892045.1	15-May	0	0
Escherichia coli	WP_023408309.1	SAMN05928913	PDT000168746.1	NZ_MOHF01000151.1	242	1054	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	630	China: Shandong	sewage from commercial farm	environmental/other	Not Available	GCA_001892055.1	15-May	0	0
Escherichia coli	WP_004201164.1	SAMN05928914	PDT000168747.1	NZ_MOHG01000045.1	2851	3663	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100	E.coli and Shigella	467	China: Shandong	cloaca swabs from commercial farm	environmental/other	chicken	GCA_001892065.1	15-May	0	0
