Scientific name	Protein	BioSample	Location	Collection date	Isolate	AMRFinderPlus analysis type	Isolation type	Contig	Start	Assembly	Stop	Host	Isolation source	Strand	Element symbol	Element name	Type	Scope	Subtype	Class	Subclass	Method	% Coverage of reference	% Identity to reference
Klebsiella pneumoniae	WP_023408309.1	SAMN08998636	China: Shandong	42036	PDT000460332.1	COMBINED	environmental/other	NZ_QFRF01000043.1	294	GCA_004127435.1	1106	chicken	cloaca swabs from commercial chicken farm	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998660	China: Shandong	41944	PDT000460333.1	COMBINED	environmental/other	NZ_QFLY01000133.1	657	GCA_004127475.1	1469	dog	anal swabs from commercial chicken farm	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998642	China: Shandong	42036	PDT000460339.1	COMBINED	environmental/other	NZ_QFMP01000041.1	1675	GCA_004127595.1	2487	chicken	cloaca swabs from commercial farm	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495672.1	SAMN08998654	China: Shandong	42036	PDT000460340.1	COMBINED	environmental/other	NZ_QFME01000482.1	798	GCA_004127575.1	1610	chicken	cloaca swabs from commercial farm	+	blaNDM-9	subclass B1 metallo-beta-lactamase NDM-9	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998645	China: Shandong	41944	PDT000460341.1	COMBINED	environmental/other	NZ_QFMM01000050.1	184	GCA_004127625.1	996	chicken	cloaca swabs from commercial farm	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998647	China: Shandong	41944	PDT000460342.1	COMBINED	environmental/other	NZ_QFMK01000102.1	2287	GCA_004127615.1	3099	chicken	cloaca swabs from commercial farm	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998652	China: Shandong	42125	PDT000460348.1	COMBINED	environmental/other	NZ_QFMG01000210.1	5860	GCA_004127715.1	6672	chicken	cloaca swabs from commercial farm	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998646	China: Shandong	41944	PDT000460349.1	COMBINED	environmental/other	NZ_QFML01000270.1	1867	GCA_004127795.1	2679	chicken	cloaca swabs from commercial farm	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998637	China: Shandong	41944	PDT000460354.1	COMBINED	environmental/other	NZ_QFMU01000015.1	40562	GCA_004127875.1	41374	chicken	cloaca swabs from commercial chicken farm	+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_023408309.1	SAMN08998651	China: Shandong	42125	PDT000460350.1	COMBINED	environmental/other	NZ_QFMH01000014.1	630	GCA_004127765.1	1442	chicken	cloaca swabs from commercial farm	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_063860861.1	SAMN09104544	Viet Nam: Ho Chi Minh	42081	PDT000559092.1	COMBINED	clinical	NZ_CP041642.1	61322	GCA_007873865.1	62134	Homo sapiens		-	blaNDM-4	subclass B1 metallo-beta-lactamase NDM-4	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN18087520	China: Central China Fuwai Hospital of Zhengzhou University		PDT000982240.1	COMBINED	clinical	NZ_JAFKOF010000051.1	309	GCA_017291375.1	1121	Homo sapiens	Urine from patient	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_004201164.1	SAMN18087499	China: Central China Fuwai Hospital of Zhengzhou University		PDT000982260.1	COMBINED	clinical	NZ_JAFKNK010000029.1	7714	GCA_017291775.1	8526	Homo sapiens	Bronchoalveolar Fluid from patient	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae		SAMN12109340			PDT000932868.1	NUCLEOTIDE	environmental/other	VHYB01000113.1	3	GCA_016616755.1	566		blood	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	69.63	100
Klebsiella pneumoniae	WP_032495622.1	SAMN09604068	India: West Bengal	2017	PDT000362547.1	COMBINED	clinical	NZ_CP030876.1	112529	GCA_003368365.1	113341	Homo sapiens	nasal swab from moderately born preterm neonate admitted to the sick neonatal care unit with respiratory distress	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae	WP_032495622.1	SAMN09604068	India: West Bengal	2017	PDT000362547.1	COMBINED	clinical	NZ_CP030878.1	253514	GCA_003368365.1	254326	Homo sapiens	nasal swab from moderately born preterm neonate admitted to the sick neonatal care unit with respiratory distress	-	blaNDM-7	subclass B1 metallo-beta-lactamase NDM-7	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	100	100
Klebsiella pneumoniae		SAMEA5763085	Spain	42480	PDT000543460.1	COMBINED	clinical	NZ_CABHKJ010000003.1	54432	GCA_902166865.1	54875	Homo sapiens	human	-	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIALX	54.81	100
Klebsiella pneumoniae		SAMN12109488			PDT000932752.1	NUCLEOTIDE	environmental/other	VHTF01000035.1	6829	GCA_016613745.1	7638		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109374			PDT000932836.1	NUCLEOTIDE	environmental/other	VHWX01000037.1	6830	GCA_016615935.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109373			PDT000932838.1	NUCLEOTIDE	environmental/other	VHWY01000037.1	17880	GCA_016615995.1	18689		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109369			PDT000932839.1	NUCLEOTIDE	environmental/other	VHXB01000019.1	6830	GCA_016616035.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109368			PDT000932841.1	NUCLEOTIDE	environmental/other	VHXC01000038.1	9013	GCA_016616045.1	9822		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109366			PDT000932846.1	NUCLEOTIDE	environmental/other	VHXE01000018.1	6830	GCA_016616195.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109330			PDT000932874.1	NUCLEOTIDE	environmental/other	VHYJ01000020.1	39748	GCA_016616935.1	40557		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109325			PDT000932875.1	NUCLEOTIDE	environmental/other	VHYN01000019.1	6830	GCA_016616945.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109324			PDT000932876.1	NUCLEOTIDE	environmental/other	VHYO01000020.1	6830	GCA_016616975.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109329			PDT000932877.1	NUCLEOTIDE	environmental/other	VHYK01000039.1	6830	GCA_016616995.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109322			PDT000932879.1	NUCLEOTIDE	environmental/other	VHYQ01000021.1	39748	GCA_016617015.1	40557		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109318			PDT000932880.1	NUCLEOTIDE	environmental/other	VHYU01000066.1	341	GCA_016617055.1	1150		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109321			PDT000932882.1	NUCLEOTIDE	environmental/other	VHYR01000020.1	6830	GCA_016617095.1	7639		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109319			PDT000932884.1	NUCLEOTIDE	environmental/other	VHYT01000066.1	3959	GCA_016617115.1	4768		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109317			PDT000932885.1	NUCLEOTIDE	environmental/other	VHYV01000067.1	3959	GCA_016617155.1	4768		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109315			PDT000932887.1	NUCLEOTIDE	environmental/other	VHYX01000020.1	4982	GCA_016617195.1	5791		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109314			PDT000932889.1	NUCLEOTIDE	environmental/other	VHYY01000023.1	4982	GCA_016617225.1	5791		blood	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109308			PDT000932892.1	NUCLEOTIDE	environmental/other	VHZE01000024.1	40486	GCA_016617285.1	41295		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN12109306			PDT000932896.1	NUCLEOTIDE	environmental/other	VHZG01000024.1	40486	GCA_016617365.1	41295		blood	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMD00110861	Thailand:Bangkok	41803	PDT000381701.1	COMBINED	clinical	NZ_AP018748.1	109838	GCA_003574235.1	110596	Homo sapiens		-	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	93.7	100
Klebsiella pneumoniae		SAMN10531975	Thailand: Chiang Mai	41883	PDT000460399.1	COMBINED	clinical	NZ_CP034406.1	249995	GCA_004135795.1	250786	Homo sapiens	sputum	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	95.56	93.94
Klebsiella pneumoniae		SAMN11098709	China: Shanghai	42675	PDT000480738.1	COMBINED	clinical	NZ_SMTO01000026.1	53	GCA_004357805.1	799	Homo sapiens	blood	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	92.22	99.6
Klebsiella pneumoniae		SAMN11098702	China: Shanghai	42614	PDT000480739.1	COMBINED	clinical	NZ_SMTM01000023.1	3642	GCA_004357815.1	4388	Homo sapiens	blood	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	92.22	99.6
Klebsiella pneumoniae		SAMN11098710	China: Shanghai	42917	PDT000480740.1	COMBINED	clinical	NZ_SMTP01000024.1	85083	GCA_004358085.1	85829	Homo sapiens	blood	-	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	BLASTX	92.22	99.6
Klebsiella pneumoniae		SAMN10600538	"China: Jiangsu,Nanjing"	42266	PDT000518676.1	COMBINED	clinical	NZ_RZLD01000119.1	3	GCA_006130495.1	467	Homo sapiens	Pus	+	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	57.41	100
Klebsiella pneumoniae		SAMD00112936	Viet Nam:Hanoi	2015	PDT000313821.2	NUCLEOTIDE	clinical	AP018581.2	63901	GCA_003115095.2	64710	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMD00112936	Viet Nam:Hanoi	2015	PDT000313821.2	NUCLEOTIDE	clinical	BFCU01000014.1	6760	GCA_003115095.2	7569	Homo sapiens		-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMD00112936	Viet Nam:Hanoi	2015	PDT000313821.2	NUCLEOTIDE	clinical	BFCU01000160.1	3	GCA_003115095.2	503	Homo sapiens		-	blaNDM	NDM family subclass B1 metallo-beta-lactamase	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	PARTIAL_CONTIG_ENDX	61.85	91.62
Klebsiella pneumoniae		SAMEA3538532	Israel	2014	PDT000369543.2	NUCLEOTIDE	clinical	UKPR02000006.1	20139	GCA_900513705.2	20948	Homo sapiens	urine	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN09842420	"China: Chengdu, Sichuan"	2018	PDT000782242.2	NUCLEOTIDE	clinical	CP040446.1	14351	GCA_013377395.1	15160	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379869	"China: Chengdu, Sichuan"		PDT000840439.2	NUCLEOTIDE	clinical	JAAQTZ010000043.1	259	GCA_014655055.1	1068	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379867	"China: Chengdu, Sichuan"	43562	PDT000840444.2	NUCLEOTIDE	clinical	JAAQUB010000051.1	262	GCA_014655155.1	1071	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379868	"China: Chengdu, Sichuan"	43662	PDT000840445.2	NUCLEOTIDE	clinical	JAAQUA010000050.1	262	GCA_014655175.1	1071	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379866	"China: Chengdu, Sichuan"	43578	PDT000840447.2	NUCLEOTIDE	clinical	JAAQUC010000018.1	39163	GCA_014655215.1	39972	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379865	"China: Chengdu, Sichuan"	43563	PDT000840448.2	NUCLEOTIDE	clinical	JAAQUD010000044.1	2287	GCA_014655235.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379863	"China: Chengdu, Sichuan"	43671	PDT000840449.2	NUCLEOTIDE	clinical	JAAQUF010000045.1	262	GCA_014655255.1	1071	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379860	"China: Chengdu, Sichuan"	43642	PDT000840452.2	NUCLEOTIDE	clinical	JAAQUI010000042.1	4820	GCA_014655375.1	5629	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379859	"China: Chengdu, Sichuan"	43596	PDT000840453.2	NUCLEOTIDE	clinical	JAAQUJ010000055.1	259	GCA_014655395.1	1068	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379853	"China: Chengdu, Sichuan"	43621	PDT000840456.2	NUCLEOTIDE	clinical	JAAQUP010000043.1	2287	GCA_014655575.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379849	"China: Chengdu, Sichuan"	43596	PDT000840458.2	NUCLEOTIDE	clinical	JAAQUT010000057.1	2287	GCA_014655635.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379850	"China: Chengdu, Sichuan"	43597	PDT000840459.2	NUCLEOTIDE	clinical	JAAQUS010000055.1	259	GCA_014655615.1	1068	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379848	"China: Chengdu, Sichuan"	43590	PDT000840460.2	NUCLEOTIDE	clinical	JAAQUU010000050.1	258	GCA_014655655.1	1067	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379842	"China: Chengdu, Sichuan"	43549	PDT000840467.2	NUCLEOTIDE	clinical	JAAQVA010000026.1	2612	GCA_014655795.1	3421	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379841	"China: Chengdu, Sichuan"	43539	PDT000840468.2	NUCLEOTIDE	clinical	JAAQVB010000030.1	42435	GCA_014655815.1	43244	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379840	"China: Chengdu, Sichuan"	43535	PDT000840469.2	NUCLEOTIDE	clinical	JAAQVC010000027.1	42435	GCA_014655835.1	43244	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379838	"China: Chengdu, Sichuan"	43571	PDT000840471.2	NUCLEOTIDE	environmental/other	JAAQVE010000039.1	2287	GCA_014655875.1	3096		Sink	-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379864	"China: Chengdu, Sichuan"	43587	PDT000840969.1	NUCLEOTIDE	clinical	JAAQUE010000038.1	2287	GCA_014655275.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379862	"China: Chengdu, Sichuan"	43671	PDT000840970.1	NUCLEOTIDE	clinical	JAAQUG010000042.1	262	GCA_014655315.1	1071	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379857	"China: Chengdu, Sichuan"	43573	PDT000840972.1	NUCLEOTIDE	clinical	JAAQUL010000044.1	4820	GCA_014655415.1	5629	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379858	"China: Chengdu, Sichuan"	43582	PDT000840973.1	NUCLEOTIDE	clinical	JAAQUK010000046.1	846	GCA_014655435.1	1655	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379855	"China: Chengdu, Sichuan"	43560	PDT000840974.2	NUCLEOTIDE	clinical	CP071169.1	37627	GCA_014655455.2	38436	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379856	"China: Chengdu, Sichuan"	43564	PDT000840975.1	NUCLEOTIDE	clinical	JAAQUM010000054.1	4820	GCA_014655495.1	5629	Homo sapiens		+	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379852	"China: Chengdu, Sichuan"	43678	PDT000840976.1	NUCLEOTIDE	clinical	JAAQUQ010000045.1	2287	GCA_014655515.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN14379851	"China: Chengdu, Sichuan"	43579	PDT000840977.1	NUCLEOTIDE	clinical	JAAQUR010000039.1	2287	GCA_014655535.1	3096	Homo sapiens		-	blaNDM-5	subclass B1 metallo-beta-lactamase NDM-5	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN08148281	"USA: MA, Boston"		PDT000864995.1	NUCLEOTIDE	clinical	JACOKK010000004.1	12011	GCA_014902435.1	12820	Homo sapiens		+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081287	Russia	2015	PDT000920624.1	NUCLEOTIDE	clinical	SOYP01000036.1	17608	GCA_016135815.1	18417	Homo sapiens	clinical sample	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081290	Russia	2015	PDT000920625.1	NUCLEOTIDE	clinical	SOYQ01000041.1	6703	GCA_016135835.1	7512	Homo sapiens	clinical sample	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081282	Russia	2015	PDT000920630.1	NUCLEOTIDE	clinical	SOYK01000040.1	345393	GCA_016135945.1	346202	Homo sapiens	clinical sample	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081281	Russia	2015	PDT000920631.1	NUCLEOTIDE	clinical	SOYJ01000030.1	18943	GCA_016135975.1	19752	Homo sapiens	clinical sample	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081280	Russia	2015	PDT000920632.1	NUCLEOTIDE	clinical	SOYI01000012.1	3724	GCA_016135985.1	4533	Homo sapiens	clinical sample	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081289	Russia	2015	PDT000920633.1	NUCLEOTIDE	clinical	SOYH01000019.1	27553	GCA_016136005.1	28362	Homo sapiens	clinical sample	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081288	Russia	2015	PDT000920634.1	NUCLEOTIDE	clinical	SOYG01000042.1	3704	GCA_016136035.1	4513	Homo sapiens	clinical sample	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081279	Russia	2015	PDT000920635.1	NUCLEOTIDE	clinical	SOYF01000033.1	6703	GCA_016136055.1	7512	Homo sapiens	clinical sample	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081267	Russia	2015	PDT000920636.1	NUCLEOTIDE	clinical	SOYC01000046.1	3724	GCA_016136065.1	4533	Homo sapiens	clinical sample	+	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
Klebsiella pneumoniae		SAMN11081269	Russia	2015	PDT000920637.1	NUCLEOTIDE	clinical	SOYE01000032.1	6702	GCA_016136095.1	7511	Homo sapiens	clinical sample	-	blaNDM-1	subclass B1 metallo-beta-lactamase NDM-1	AMR	core	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	100	100
